level,b_div_plane_area_um2,b_mul_plane_area_um2,b_fp_wrapper_area_um2,c_fp_wrapper_area_um2,b_other_area_um2,note,source_csv,ppa_source
0,147.96,246.6,376.2,376.2,247.680007,"inclusive hierarchy totals; other includes DIV scaling, mux, normalization and glue",experiments/arithmetic_sharing/hierarchy.csv,experiments/arithmetic_sharing/ppa.csv
1,513.36,651.24,384.84,384.84,561.9600059999998,"inclusive hierarchy totals; other includes DIV scaling, mux, normalization and glue",experiments/arithmetic_sharing/hierarchy.csv,experiments/arithmetic_sharing/ppa.csv
2,763.2,988.56,392.04,392.04,608.0400109999998,"inclusive hierarchy totals; other includes DIV scaling, mux, normalization and glue",experiments/arithmetic_sharing/hierarchy.csv,experiments/arithmetic_sharing/ppa.csv
3,927.0,1289.16,400.68,402.12,837.360009,"inclusive hierarchy totals; other includes DIV scaling, mux, normalization and glue",experiments/arithmetic_sharing/hierarchy.csv,experiments/arithmetic_sharing/ppa.csv
